speciesName	status	fbSpecCode	validName	class	order	family	genus	commonName
Gasteracanthus cataphractus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus Dekayi	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus aculeatus aculeatus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus aculeatus algeriensis	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus aculeatus gymnurus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus aculeatus leiurus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus aculeatus messinicus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus aculeatus santaeannae	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus aculeatus trachurus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus aculeatus williamsoni	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus algeriensis	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus argentatissimus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus argyropomus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus atkinsi	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus atkinsii	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus bailloni	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus biaculeatus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus biarmatus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus bispinosus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus brachycentrus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus cataphractus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus cuvieri	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus dimidiatus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus elegans	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus gymnurus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus hologymnus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus inopinatus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus insculptus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus intermedius	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus leiurus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus loricatus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus nemausensis	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus neoboracensis	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus neustrianus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus niger	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus noveboracensis	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus obolarius	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus plebeius	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus ponticus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus pugetti	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus quadrispinosa	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus quadrispinosus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus santaeannae	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus semiarmatus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus semiloricatus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus serratus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus spinulosus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus suppositus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus teraculeatus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus tetracanthus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus texanus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus trachurus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gasterosteus williamsoni	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Gastrosteus hologymnus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Leiurus aculeatus	synonym	2420	Gasterosteus aculeatus	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Gasterosteus	Three-spined stickleback
Pungitius pungitius	accepted name	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Gasteracanthus pungitius	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Gasterosteus blanchardi	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Gasterosteus concinnus	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Gasterosteus dekayi	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Gasterosteus globiceps	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Gasterosteus mainensis	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Gasterosteus nebulosus	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Gasterosteus occidentalis	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Gasterosteus pungitius	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Gasterosteus pungitius brachypoda	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Pungitius pungitius pungitius	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Pygosteus pungitius	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Pygosteus pungitius brachypoda	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Pygosteus pungitius carinata	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Pygosteus pungitius semiarmata	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Pygosteus pungitius trachura	synonym	3273	Pungitius pungitius	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Pungitius	Ninespine stickleback
Spinachia spinachia	accepted name	1355	Spinachia spinachia	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Spinachia	Sea stickleback
Gasterosteus spinachia	synonym	1355	Spinachia spinachia	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Spinachia	Sea stickleback
Spinachia vulgaris	synonym	1355	Spinachia spinachia	Actinopteri	Perciformes/Gasterosteoidei	Gasterosteidae	Spinachia	Sea stickleback
Gymnocephalus cernua	accepted name	4474	Gymnocephalus cernua	Actinopteri	Perciformes/Percoidei	Percidae	Gymnocephalus	Ruffe
Acerina cernua	synonym	4474	Gymnocephalus cernua	Actinopteri	Perciformes/Percoidei	Percidae	Gymnocephalus	Ruffe
Acerina cernua danubica	synonym	4474	Gymnocephalus cernua	Actinopteri	Perciformes/Percoidei	Percidae	Gymnocephalus	Ruffe
Acerina cernua essipovi	synonym	4474	Gymnocephalus cernua	Actinopteri	Perciformes/Percoidei	Percidae	Gymnocephalus	Ruffe
Acerina cernus essipovi	synonym	4474	Gymnocephalus cernua	Actinopteri	Perciformes/Percoidei	Percidae	Gymnocephalus	Ruffe
Acerina czekanowskii	synonym	4474	Gymnocephalus cernua	Actinopteri	Perciformes/Percoidei	Percidae	Gymnocephalus	Ruffe
Acerina fischeri	synonym	4474	Gymnocephalus cernua	Actinopteri	Perciformes/Percoidei	Percidae	Gymnocephalus	Ruffe
Acerina vulgaris	synonym	4474	Gymnocephalus cernua	Actinopteri	Perciformes/Percoidei	Percidae	Gymnocephalus	Ruffe
Acerinus cernus essipovi	synonym	4474	Gymnocephalus cernua	Actinopteri	Perciformes/Percoidei	Percidae	Gymnocephalus	Ruffe
Cernua fluviatilis	synonym	4474	Gymnocephalus cernua	Actinopteri	Perciformes/Percoidei	Percidae	Gymnocephalus	Ruffe
Gymnocephalus cernus	synonym	4474	Gymnocephalus cernua	Actinopteri	Perciformes/Percoidei	Percidae	Gymnocephalus	Ruffe
Gymnocephalus cernuus	synonym	4474	Gymnocephalus cernua	Actinopteri	Perciformes/Percoidei	Percidae	Gymnocephalus	Ruffe
Holocentrus post	synonym	4474	Gymnocephalus cernua	Actinopteri	Perciformes/Percoidei	Percidae	Gymnocephalus	Ruffe
Perca cernua	synonym	4474	Gymnocephalus cernua	Actinopteri	Perciformes/Percoidei	Percidae	Gymnocephalus	Ruffe
Perca fluviatilis	accepted name	358	Perca fluviatilis	Actinopteri	Perciformes/Percoidei	Percidae	Perca	European perch
Perca fluviatilis aurea	synonym	358	Perca fluviatilis	Actinopteri	Perciformes/Percoidei	Percidae	Perca	European perch
Perca fluviatilis gibba	synonym	358	Perca fluviatilis	Actinopteri	Perciformes/Percoidei	Percidae	Perca	European perch
Perca fluviatilis gracilis	synonym	358	Perca fluviatilis	Actinopteri	Perciformes/Percoidei	Percidae	Perca	European perch
Perca fluviatilis intermedius	synonym	358	Perca fluviatilis	Actinopteri	Perciformes/Percoidei	Percidae	Perca	European perch
Perca fluviatilis macedonica	synonym	358	Perca fluviatilis	Actinopteri	Perciformes/Percoidei	Percidae	Perca	European perch
Perca fluviatilis maculata	synonym	358	Perca fluviatilis	Actinopteri	Perciformes/Percoidei	Percidae	Perca	European perch
Perca fluviatilis nigrescens	synonym	358	Perca fluviatilis	Actinopteri	Perciformes/Percoidei	Percidae	Perca	European perch
Perca fluviatilis phragmiteti	synonym	358	Perca fluviatilis	Actinopteri	Perciformes/Percoidei	Percidae	Perca	European perch
Perca fluviatilis zaissanica	synonym	358	Perca fluviatilis	Actinopteri	Perciformes/Percoidei	Percidae	Perca	European perch
Perca fluviatilus	synonym	358	Perca fluviatilis	Actinopteri	Perciformes/Percoidei	Percidae	Perca	European perch
Perca helvetica	synonym	358	Perca fluviatilis	Actinopteri	Perciformes/Percoidei	Percidae	Perca	European perch
Perca italica	synonym	358	Perca fluviatilis	Actinopteri	Perciformes/Percoidei	Percidae	Perca	European perch
Perca vulgaris	synonym	358	Perca fluviatilis	Actinopteri	Perciformes/Percoidei	Percidae	Perca	European perch
Perca vulgaris aurata	synonym	358	Perca fluviatilis	Actinopteri	Perciformes/Percoidei	Percidae	Perca	European perch
Sander lucioperca	accepted name	360	Sander lucioperca	Actinopteri	Perciformes/Percoidei	Percidae	Sander	Pike-perch
Centropomus sandat	synonym	360	Sander lucioperca	Actinopteri	Perciformes/Percoidei	Percidae	Sander	Pike-perch
Lucioperca linnei	synonym	360	Sander lucioperca	Actinopteri	Perciformes/Percoidei	Percidae	Sander	Pike-perch
Lucioperca lucioperca	synonym	360	Sander lucioperca	Actinopteri	Perciformes/Percoidei	Percidae	Sander	Pike-perch
Lucioperca sandra	synonym	360	Sander lucioperca	Actinopteri	Perciformes/Percoidei	Percidae	Sander	Pike-perch
Perca lucioperca	synonym	360	Sander lucioperca	Actinopteri	Perciformes/Percoidei	Percidae	Sander	Pike-perch
Stizostedion lucioperca	synonym	360	Sander lucioperca	Actinopteri	Perciformes/Percoidei	Percidae	Sander	Pike-perch
Stizostedion luciperca	synonym	360	Sander lucioperca	Actinopteri	Perciformes/Percoidei	Percidae	Sander	Pike-perch
Stizostedium lucioperca	synonym	360	Sander lucioperca	Actinopteri	Perciformes/Percoidei	Percidae	Sander	Pike-perch
Echiichthys vipera	accepted name	1364	Echiichthys vipera	Actinopteri	Perciformes/Percoidei	Trachinidae	Echiichthys	Lesser weever
Echeiichthys vipera	synonym	1364	Echiichthys vipera	Actinopteri	Perciformes/Percoidei	Trachinidae	Echiichthys	Lesser weever
Trachinus horridus	synonym	1364	Echiichthys vipera	Actinopteri	Perciformes/Percoidei	Trachinidae	Echiichthys	Lesser weever
Trachinus vipera	synonym	1364	Echiichthys vipera	Actinopteri	Perciformes/Percoidei	Trachinidae	Echiichthys	Lesser weever
Trachinus draco	accepted name	1363	Trachinus draco	Actinopteri	Perciformes/Percoidei	Trachinidae	Trachinus	Greater weever
Trachinus lineatus	synonym	1363	Trachinus draco	Actinopteri	Perciformes/Percoidei	Trachinidae	Trachinus	Greater weever
Sebastes norvegicus	accepted name	501	Sebastes norvegicus	Actinopteri	Perciformes/Scorpaenoidei	Sebastidae	Sebastes	Golden redfish
Perca norvegica	synonym	501	Sebastes norvegicus	Actinopteri	Perciformes/Scorpaenoidei	Sebastidae	Sebastes	Golden redfish
Sebastes viviparus	accepted name	1352	Sebastes viviparus	Actinopteri	Perciformes/Scorpaenoidei	Sebastidae	Sebastes	Norway redfish
Sebastes marinus viviparus	synonym	1352	Sebastes viviparus	Actinopteri	Perciformes/Scorpaenoidei	Sebastidae	Sebastes	Norway redfish
Chelidonichthys cuculus	accepted name	44	Chelidonichthys cuculus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Red gurnard
Aspitrigla cuculus	synonym	44	Chelidonichthys cuculus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Red gurnard
Chelidonichthys cululus	synonym	44	Chelidonichthys cuculus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Red gurnard
Cheliodonichthys cuculus	synonym	44	Chelidonichthys cuculus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Red gurnard
Trigla cuculus	synonym	44	Chelidonichthys cuculus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Red gurnard
Trigla grunniens	synonym	44	Chelidonichthys cuculus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Red gurnard
Trigla pini	synonym	44	Chelidonichthys cuculus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Red gurnard
Chelidonichthys lastoviza	accepted name	5081	Chelidonichthys lastoviza	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Streaked gurnard
Chelidonichthys africana	synonym	5081	Chelidonichthys lastoviza	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Streaked gurnard
Cuculus lineatus	synonym	5081	Chelidonichthys lastoviza	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Streaked gurnard
Trigla adriatica	synonym	5081	Chelidonichthys lastoviza	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Streaked gurnard
Trigla africana	synonym	5081	Chelidonichthys lastoviza	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Streaked gurnard
Trigla gonotus	synonym	5081	Chelidonichthys lastoviza	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Streaked gurnard
Trigla lastoviza	synonym	5081	Chelidonichthys lastoviza	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Streaked gurnard
Trigla lineata	synonym	5081	Chelidonichthys lastoviza	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Streaked gurnard
Trigloporus lastovitza	synonym	5081	Chelidonichthys lastoviza	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Streaked gurnard
Trigloporus lastoviza	synonym	5081	Chelidonichthys lastoviza	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Streaked gurnard
Trigloporus lastoviza africanus	synonym	5081	Chelidonichthys lastoviza	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Streaked gurnard
Trigloporus lineata	synonym	5081	Chelidonichthys lastoviza	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Streaked gurnard
Trygloporus lastoviza	synonym	5081	Chelidonichthys lastoviza	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Streaked gurnard
Chelidonichthys lucerna	accepted name	1366	Chelidonichthys lucerna	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Tub gurnard
Chelidonichthys lucernus	synonym	1366	Chelidonichthys lucerna	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Tub gurnard
Chlidonichthys lucernus	synonym	1366	Chelidonichthys lucerna	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Tub gurnard
Trigla corax	synonym	1366	Chelidonichthys lucerna	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Tub gurnard
Trigla corvus	synonym	1366	Chelidonichthys lucerna	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Tub gurnard
Trigla hirundo	synonym	1366	Chelidonichthys lucerna	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Tub gurnard
Trigla lucerna	synonym	1366	Chelidonichthys lucerna	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Chelidonichthys	Tub gurnard
Eutrigla gurnardus	accepted name	68	Eutrigla gurnardus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Eutrigla	Grey gurnard
Chelidonichthys gurnardus	synonym	68	Eutrigla gurnardus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Eutrigla	Grey gurnard
Eutrigla gunardus	synonym	68	Eutrigla gurnardus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Eutrigla	Grey gurnard
Eutrigla gurnardus gurnardus	synonym	68	Eutrigla gurnardus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Eutrigla	Grey gurnard
Eutrigla gurnardus milvus	synonym	68	Eutrigla gurnardus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Eutrigla	Grey gurnard
Eutriglia gurnardus	synonym	68	Eutrigla gurnardus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Eutrigla	Grey gurnard
Eutroigla gurnardus	synonym	68	Eutrigla gurnardus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Eutrigla	Grey gurnard
Trigla gurnardus	synonym	68	Eutrigla gurnardus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Eutrigla	Grey gurnard
Trigla milvus	synonym	68	Eutrigla gurnardus	Actinopteri	Perciformes/Scorpaenoidei	Triglidae	Eutrigla	Grey gurnard
Ammodytes marinus	accepted name	37	Ammodytes marinus	Actinopteri	Perciformes/Uranoscopoidei	Ammodytidae	Ammodytes	Lesser sand-eel
Ammodytes tobianus	accepted name	38	Ammodytes tobianus	Actinopteri	Perciformes/Uranoscopoidei	Ammodytidae	Ammodytes	Small sandeel
Ammodytes lancea	synonym	38	Ammodytes tobianus	Actinopteri	Perciformes/Uranoscopoidei	Ammodytidae	Ammodytes	Small sandeel
Ammodytes tobiunus	synonym	38	Ammodytes tobianus	Actinopteri	Perciformes/Uranoscopoidei	Ammodytidae	Ammodytes	Small sandeel
Gymnammodytes semisquamatus	accepted name	75	Gymnammodytes semisquamatus	Actinopteri	Perciformes/Uranoscopoidei	Ammodytidae	Gymnammodytes	Smooth sandeel
Ammodytes semisquamatus	synonym	75	Gymnammodytes semisquamatus	Actinopteri	Perciformes/Uranoscopoidei	Ammodytidae	Gymnammodytes	Smooth sandeel
Hyperoplus immaculatus	accepted name	1373	Hyperoplus immaculatus	Actinopteri	Perciformes/Uranoscopoidei	Ammodytidae	Hyperoplus	Greater sand-eel
Ammodytes immaculatus	synonym	1373	Hyperoplus immaculatus	Actinopteri	Perciformes/Uranoscopoidei	Ammodytidae	Hyperoplus	Greater sand-eel
Hyperoplus lanceolatus	accepted name	1374	Hyperoplus lanceolatus	Actinopteri	Perciformes/Uranoscopoidei	Ammodytidae	Hyperoplus	Great sandeel
Ammodytes lanceolatus	synonym	1374	Hyperoplus lanceolatus	Actinopteri	Perciformes/Uranoscopoidei	Ammodytidae	Hyperoplus	Great sandeel
Anarhichas lupus	accepted name	2501	Anarhichas lupus	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Atlantic wolffish
Anarhichas lupus lupus	synonym	2501	Anarhichas lupus	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Atlantic wolffish
Anarhichas lupus marisalbi	synonym	2501	Anarhichas lupus	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Atlantic wolffish
Anarhichas strigosus	synonym	2501	Anarhichas lupus	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Atlantic wolffish
Anarhichas vomerinus	synonym	2501	Anarhichas lupus	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Atlantic wolffish
Anarrhicas vomerinus	synonym	2501	Anarhichas lupus	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Atlantic wolffish
Anarrhichas vomerinus	synonym	2501	Anarhichas lupus	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Atlantic wolffish
Anarhichas minor	accepted name	3811	Anarhichas minor	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Spotted wolffish
Anarhicas karrak	synonym	3811	Anarhichas minor	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Spotted wolffish
Anarhichas karrak	synonym	3811	Anarhichas minor	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Spotted wolffish
Anarhichas leopardus	synonym	3811	Anarhichas minor	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Spotted wolffish
Anarhichas maculatus	synonym	3811	Anarhichas minor	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Spotted wolffish
Anarhichas scansor	synonym	3811	Anarhichas minor	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Spotted wolffish
Anarhichas steenstrupii	synonym	3811	Anarhichas minor	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Spotted wolffish
Anarrhicas steenstrupii	synonym	3811	Anarhichas minor	Actinopteri	Perciformes/Zoarcoidei	Anarhichadidae	Anarhichas	Spotted wolffish
